poll_id,question_id,response,xtab1_var,xtab1_val,xtab2_var,xtab2_val,pct,notes_x,total_percentage,percent_norm,favorability,response_order,response_shortened,pct_fav,date,pollster,sample_size,margin_of_error,demographic,method of contact,country,crosstabs_entered,crosstabs_not_entered,is_complete,"If incomplete, emailed?",Link,notes_y,question_text,short_question,benefit_eligibility,short_question_len,response_scale,val_order,question_text_wrap,pollster_wrap
17,2,Strongly oppose,Race,Hispanic,-,-,16.0,,99.0,0.16161616161616163,-1,-2,Strongly oppose,-16.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,2,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Age,18-29,-,-,16.0,,100.0,0.16,-1,-2,Strongly oppose,-16.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,2,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Age,30-49,-,-,31.0,,89.0,0.34831460674157305,-1,-2,Strongly oppose,-31.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,6,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Age,50-64,-,-,42.0,,99.0,0.42424242424242425,-1,-2,Strongly oppose,-42.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,11,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Age,65+,-,-,52.0,,98.0,0.5306122448979592,-1,-2,Strongly oppose,-52.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,15,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Political Affiliation,Republican / Lean Republican,-,-,62.0,,100.0,0.62,-1,-2,Strongly oppose,-62.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Political Affiliation,Republican / Lean Republican,Political Ideology,Conservative,74.0,,98.0,0.7551020408163265,-1,-2,Strongly oppose,-74.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Political Affiliation,Republican / Lean Republican,Political Ideology,Moderate / Liberal,43.0,,100.0,0.43,-1,-2,Strongly oppose,-43.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Political Affiliation,Democrat / Lean Democrat,-,-,13.0,,99.0,0.13131313131313133,-1,-2,Strongly oppose,-13.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Political Affiliation,Democrat / Lean Democrat,Political Ideology,Conservative / Moderate,16.0,,98.0,0.16326530612244897,-1,-2,Strongly oppose,-16.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Political Affiliation,Democrat / Lean Democrat,Political Ideology,Liberal,8.0,,100.0,0.08,-1,-2,Strongly oppose,-8.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,0,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Income,Upper income,-,-,48.0,,99.0,0.48484848484848486,-1,-2,Strongly oppose,-48.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,9,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Income,Middle income,-,-,40.0,,99.0,0.40404040404040403,-1,-2,Strongly oppose,-40.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,6,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
17,2,Strongly oppose,Income,Lower income,-,-,20.0,,88.0,0.22727272727272727,-1,-2,Strongly oppose,-20.0,2020-08-19,Pew Research Center,11001.0,,Adults,Online,USA,"Race, Age, Political Affiliation, Income",,False,,https://www.pewresearch.org/fact-tank/2020/08/19/more-americans-oppose-than-favor-the-government-providing-a-universal-basic-income-for-all-adult-citizens/,,"Would you favor or oppose the federal government providing a guaranteed income, sometimes called a “Universal Basic Income,” of about $1,000 a month for all adult citizens, whether or not they work?",Federal UBI of $1k/month,Adult citizens,24,,3,"Would you favor or oppose the<br>federal government providing a<br>guaranteed income, sometimes<br>called a “Universal Basic<br>Income,” of about $1,000 a<br>month for all adult citizens,<br>whether or not they work?",Pew Research Center
19,14,Strongly agree or rather agree,-,-,-,-,62.0,,100.0,0.62,1,2,Strongly Agree,62.0,2020-12-31,Foundation for European Progressive Studies,,,National sample,Unknown,Germany,-,,False,,https://www.feps-europe.eu/attachments/publications/ed_web.pdf,Only year specified,"Do you agree or disagree that each citizen, including those in work, should receive a guaranteed income from the state without work requirement?",UBI for citizens [framed as guaranteed income w/o work requirement],,67,,0,"Do you agree or disagree that<br>each citizen, including those<br>in work, should receive a<br>guaranteed income from the<br>state without work<br>requirement?",Foundation for<br>European Progressive<br>Studies
19,14,Strongly disagree or rather disagree,-,-,-,-,17.0,,100.0,0.17,-1,-2,Strongly Disagree,-17.0,2020-12-31,Foundation for European Progressive Studies,,,National sample,Unknown,Germany,-,,False,,https://www.feps-europe.eu/attachments/publications/ed_web.pdf,Only year specified,"Do you agree or disagree that each citizen, including those in work, should receive a guaranteed income from the state without work requirement?",UBI for citizens [framed as guaranteed income w/o work requirement],,67,,0,"Do you agree or disagree that<br>each citizen, including those<br>in work, should receive a<br>guaranteed income from the<br>state without work<br>requirement?",Foundation for<br>European Progressive<br>Studies
